Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Dsg_Unts,Tot_Clms,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm
1591,561,231,943426.1192645105,13258,5.8514227615875845,1044.8075678615994
1595,569,0,943621.213513813,13454,5.849608515555228,1035.5721484338872
739,532,180,7866015.042916032,41127,0.7251723927547096,90.73066656550334
1201,889,31,26290475.23643207,523899,0.2116576076681467,11.054076549333976
2223,680,28,393510.09407366574,147712,14.20320041219794,43.41901622862777
1056,801,219,507687.0,11022,10.95,504.38
1056,801,345,507687.0,11022,10.95,504.38
868,427,1,147377.84916141396,4895,21.950168848883017,656.5628504102904
2502,1648,12,115180.0,650,44.77,7934.08
2461,1625,63,108659.16688274911,685,49.21178635672753,7640.877481085581
322,272,6,1916636.0,23483,4.53,371.67
1660,1162,95,26455.81264948332,3944,15.554031484412125,103.21076501942636
2250,1510,14,326593.5,63207,17.04,88.06
2250,1510,0,326593.5,63207,17.04,88.06
1462,1014,71,59606197.3245902,606022,0.18871933595827386,21.761510711924807
99,77,29,2994053.634308076,41821,1.8476156115095013,134.28766460272448
6,5,0,5624471.0,38134,0.99,146.22
2364,1571,3,5996477.724,225987,0.97,24.68
591,397,10,11013529.480934078,318406,0.5135621414890432,17.633228011430518
1499,1067,70,111219.5,36951,50.25,151.26
1496,1065,104,110234.7236615513,36628,111.0836378016455,216.6099193937098
824,632,62,3059016.194831258,46606,1.809193994520486,128.92155655906896
685,487,7,53153974.7053495,1158893,0.13725097669132524,5.7598791591829475
748,566,208,20083.169536106718,975,307.75647080161343,2283.870412728876
1294,942,374,67579.0,647,31.57,3297.43
1195,894,136,1245.3,257,4539.09,21994.27
1195,894,363,1245.3,257,4539.09,21994.27
671,521,170,2501571.7903022575,49128,0.45017382889045116,23.283208596712296
879,670,252,2557963.199524162,38223,0.35671714801198046,24.2463316135432
1920,1318,15,21187809.713089406,368417,0.2570123359282933,16.651804204763792
930,497,97,19639212.357852016,252304,0.29647526332985785,23.902304821619936
1612,820,0,22894182.168431256,265762,0.2332080993714555,53.916658832618666
2018,1374,173,24164064.0,503352,0.24,11.14
704,491,1,1759175.1694411428,36093,7.508568768701998,369.0385088949248
1163,201,94,7247825.63881954,99390,0.19481976621163347,20.98658428505274
2213,1489,27,6048664.946,191340,1.07,29.35
2280,1525,55,232675.95819422748,31795,22.07311577522077,159.95508791465056
2295,1329,1,144679.3807665718,9513,42.35977384758991,1340.6659755891442
1181,885,0,818.477,752,6870.17,7477.49
1181,885,17,818.477,752,6870.17,7477.49
56,50,60,945211.0,16190,7.69,449.06
56,50,30,945211.0,16190,7.69,449.06
1024,179,127,7066226.8993371045,73739,0.8292015345856891,182.88072144338258
1253,921,112,32083965.702,551320,0.17,9.65
1039,591,4,4904160.062055827,97786,0.6581584054652405,16.480599328493906
1090,822,184,30479823.227081392,541791,0.18,10.400979218610752
1152,164,0,43808430.927,336348,0.2,19.73
1490,154,4,2324947.49,120107,9.48,183.54
1611,1131,0,32924712.383554265,225633,0.23464693604561346,36.67719678923185
1562,1093,85,12463397.683218697,282382,0.42382404548048824,18.691314219412057
1749,157,21,21955792.74168137,1060428,0.26626460165077875,5.534201339049073
1483,994,25,54895.53228116069,3735,97.53970729253109,1305.2579600967147
2317,1542,27,71748.0,4645,59.49,918.87
1186,888,0,1000.0870204945325,541,5878.31275103639,13654.272210224424
1195,894,210,1245.3,257,4539.09,21994.27
353,261,7,53080117.646034,1328749,0.12129704398000277,4.671023251635188
1005,724,108,5461.730371666238,947,473.8597713408149,14451.521365624527
674,511,0,5697.000742224214,486,451.1204419915799,18918.057456710358
626,477,82,9655714.956709916,137490,0.5873819881720024,50.80168364943369
1421,1023,0,51382947.616592266,585825,0.16513538726964314,15.218664551044949
1283,513,67,19693062.209009387,221519,0.30591010640220617,28.553682456287646
1842,1239,264,119643493.47711447,289137,0.06,96.57192357877638
2294,632,0,17298631.286,522377,0.47,15.46
2294,632,3,17298631.286,522377,0.47,15.46
1494,1065,103,3772249.5,122828,1.5,46.18
1425,1022,1,5747663.912613125,73949,0.8656515749701738,65.64907258688338
163,4,71,8071503.344956473,270918,11.559605905378795,340.1711949115385
709,562,27,5839960.057314266,148391,1.0993789481923653,43.86272081460132
2534,88,95,30647293.709,1106461,0.13,3.71
935,677,48,47725952.06811814,1113504,0.13496222912777056,6.397587627902228
1256,837,51,15067988.555399762,233098,0.3768227993250961,25.83105241158237
776,612,144,1729666.0,38055,7.65,347.48
776,612,191,1729666.0,38055,7.65,347.48
1501,1067,104,111312.49741507703,36846,50.21860812344514,151.9515997323075
1750,1159,0,121706.15914767928,25134,46.71016064893558,229.2467983785153
1604,1130,57,8453000.349737622,518942,1.1622311527036464,19.553214664468705
961,735,331,14900.473016148324,2209,2514.7129561540755,12359.069870315436
545,449,0,5429622.5,163003,0.94,33.71
1204,899,58,462709.748,158678,12.33,35.95
1204,899,93,462709.748,158678,12.33,35.95
537,419,7,382135.30093131866,8685,24.861299546355358,4902.128918381711
1029,782,3,647554.4675904531,19248,6.081852058254619,212.55342267589657
1562,1102,50,12169539.716925811,263471,0.4122766103780969,20.016117928483197
355,297,4,8958985.75,93993,0.64,60.73
623,502,108,1600410.0,50988,5.02,157.7
1681,1157,20,55780513.665125914,458933,0.08,10.744531734842436
1257,922,42,3156812.9157294887,66531,1.786296914343394,88.00573820501343
1524,355,15,8325610.693573883,83675,0.6928208638919142,74.64458427572615
1319,958,84,21211395.163907554,296796,0.26512660576377806,19.453860548126
902,595,21,2696355.795580595,106449,2.797568297749918,115.22391652660129
226,194,154,235357.0,6924,39.75,1211.15
226,194,0,235357.0,6924,39.75,1211.15
659,494,9,27379603.330183875,705358,0.15638559622601284,6.232156079339011
2289,1530,14,6022241.532526929,208882,1.0193680397989533,26.98548745861112
2268,427,112,66500859.0,1093975,0.08,4.98
1949,1331,101,22268568.03832819,520111,0.1878353142325021,17.35803245231342
1092,359,100,26724.02758968735,1435,254.72346681825243,4025.7690743255985
1787,927,116,49807.87040790847,2662,129.21133732990967,2824.2665705680083
544,341,2,692111.1408574504,45689,8.287225387229078,170.68914360042723
1239,919,61,15268882.013,205286,0.37,27.97
1133,855,0,71686.0,810,175.95,12976.34
1133,855,10,71686.0,810,175.95,12976.34
493,410,56,5898067.118607117,94965,1.2740266906027726,63.13400764119969
1492,1062,65,25303649.777262516,657144,0.17337549653189385,7.090150530649635
261,222,115,4867808.502584165,240710,3.0115090254930976,38.87704362236125
1447,1033,101,3774535.550551333,121491,1.5018700881526097,46.92392106710817
1408,531,33,5015914.715486464,136891,1.1761390298400443,43.49286074512473
495,374,11,33600437.03643131,807691,0.14549001198614334,22.389543146165664
1407,136,45,994124.5654140763,7396,5.772775883017062,821.3039374771267
1237,446,128,539920.6585268307,10342,0.09909036697718286,5.163009250947267
2084,1412,8,61506239.01,1790052,0.12,4.02
1783,1224,141,178059.91614958597,87423,34.95601058918194,112.95941252518438
1583,1118,18,3172335.5243117805,37805,1.8114088011171297,271.08094619198596
1639,1103,7,3870769.520568526,92940,1.8828550694335657,36.43859565642611
428,358,234,453661599.06,928125,0.01,5.52
955,731,194,500899.6939311839,77581,15.667488651106375,288.870958142025
1056,799,0,485337.2262419133,110628,14.307456369580173,185.8052390620029
596,426,85,3715827.869096151,170593,1.4289049753996041,82.84690156010615
1581,1116,85,26621823.08278341,703482,0.2172426796866536,8.540794141005888
668,538,20,6137102.003,61001,0.84,85.34
1900,1288,2,6034923.211767221,180881,0.934459100197494,41.26393063092318
1928,1297,0,63691.4981938621,4382,107.10213671195976,1417.0336894741995
984,357,62,26089.8771611977,1813,260.46834970018864,3712.861626537784
2113,1393,25,333834.16100447526,57563,16.737975815361438,128.8420831505748
612,493,35,3145213.812,68903,2.8,127.84
1423,390,122,67080394.166415736,816673,0.07544411025534331,7.116712290243992
2254,1276,7,21179569.507875327,631722,0.2862680882138612,9.733198743988064
1439,406,94,9705670.021797255,99408,0.6132103318103843,64.244834491737
1073,809,230,20779193.31192564,332005,0.2867268656805899,17.685371639616648
1565,1107,61,1569345.0,155913,3.7,37.26
1565,1107,37,1569345.0,155913,3.7,37.26
281,235,49,53439791.03344623,1211385,0.09666872974604797,4.2910505941159265
1234,914,12,6603.605797522097,186,411.313395798555,1802.4895690364942
1738,1214,3,15935822.0,274849,0.77,42.04
858,126,202,4640999.3,147806,1.5,47.19
1983,1352,459,65854.469,4530,98.28,1284.97
1983,1352,433,65854.469,4530,98.28,1284.97
332,274,0,5506314.468949236,113854,0.9596798971891586,77.99370465504481
1055,759,15,3422381.5332386163,89836,3.41190477094793,130.0396431521762
2346,251,0,154186.28,5035,51.57,1527.65
257,222,76,129555.38273550424,1740,3.1548020874930107,236.8164121925186
201,174,55,8673231.875206104,21619,0.6555383336610195,5464.4341439580985
692,553,101,34448.864,5464,121.1,721.25
214,104,122,734413.0,22338,7.95,261.04
654,505,0,569071.5754919467,13628,16.467163901971976,451.626853603187
1706,1188,77,12175111.258816294,278243,0.41874642800158,18.849394150381737
802,574,220,5311701.85,28274,3.88,728.77
802,574,0,5311701.85,28274,3.88,728.77
892,598,171,3015749.4182781884,32725,1.5000119104418501,126.06239059511651
460,379,3,473446084.5315066,971297,0.010692219450634522,5.909425918239468
967,741,4,38399367.465838596,801732,0.10348684088694884,5.343157446397173
2257,1515,12,29741412.235,469293,0.18,11.37
2141,882,56,127446.11544672432,19920,48.230363457832766,351.62342115409524
1608,1126,116,2452.6652762579133,2230,2153.292812926114,2362.55299088142
777,605,99,7913129.2992033055,244085,0.256101132450534,8.292964521282864
1280,943,62,15304636.963894678,214777,0.3711676372695038,27.280510192358005
1599,1127,378,2000.0,672,2931.36,8724.41
1599,1127,417,2000.0,672,2931.36,8724.41
1749,1217,33,22415870.19902617,651722,0.41527686842984646,14.190253952861976
1800,1243,0,32938063.75600774,307147,0.2215846792304026,29.451591727617703
1299,945,5,1310352.51779905,39980,5.869835245684885,192.508399493972
1645,1144,54,4143203.699737636,68972,1.529859336781315,89.18738629970942
126,109,3,35018652.75,1074316,0.22,5.46
1073,809,284,20582746.5,347346,0.29,16.89
1031,629,61,59224132.37316574,635134,0.1654100736593691,18.954429153499643
396,274,58,106195.39313554062,5669,49.00709920525858,10590.229766360026
2070,1337,193,9753260.004,186801,9.59,463.88
2070,1337,163,9753260.004,186801,9.59,463.88
158,139,21,8591180.706,838,0.66,7016.05
1317,530,0,8467593.01466259,203117,0.7156454259530277,1457.6919963245828
1375,970,9,11693328.941478886,280046,0.20420831707275472,9.905520724659754
1570,1108,114,1529.4607603849313,1062,3170.5490355409293,8121.1646126927335
1538,1090,0,1331.3656031635846,720,3595.085478239811,10842.480953801394
346,250,0,194711.30345767093,8385,11.896867815684304,278.145589224249
1850,106,79,30866158.08793188,941126,0.14879400078764146,5.232314063798959
264,221,113,1207552.0903377028,37264,5.850810177023397,210.05376942891127
649,390,10,10999920.724243857,318652,0.5156556654950553,17.67038806253723
1597,1091,53,6235314.553269462,164546,1.0120408887554022,37.47071547549308
1471,421,12,81061941.49736977,356534,0.054591173612180036,19.18771776164629
1515,1077,4,1572024.300969574,82829,3.7351245538748534,91.03569198240045
1410,1000,0,2460177.2367460425,6569,1.4731074712390864,19494.773572233185
458,358,34,12003861.276101626,222633,0.5,26.850843820783147
374,312,115,4337404.334904141,96583,1.4259379255801745,81.11603887589628
693,549,250,1656924.4888683124,48702,10.534991137477986,356.44013507875104
13,12,24,15226930.002,461375,0.28,9.42
789,595,119,10839213.821478812,356399,1.5775415324323183,20.71528715612814
2164,695,49,285597.29826912563,17125,20.945061368178962,504.06780312377
706,558,267,12155.901670937794,3695,415.627716697181,1108.7805049017961
1957,1337,92,15881314.518,367869,0.39,16.16
1422,202,0,934911.8236540225,4724,5.930600016093356,1447.8593819232294
1959,1338,457,961860.0,31736,5.68,172.18
1395,976,3,1359727.2524700926,4929,2.69362790507278,752.3862277844847
845,653,0,194391.60053401784,67490,24.65113399095254,132.4742136148705
700,554,0,17161.076111010625,3620,402.8758427252264,1186.9857613452332
1190,696,0,2471912.021487631,48147,2.4438424960054537,144.89311844237596
712,568,0,1254385.9145160718,58875,43.16873282474857,109.80426116458264
761,564,21,714920.3074856712,16309,9.491214338418828,442.1624952016895
398,332,20,766747.44,18400,8.61,355.95
1921,781,130,3583903.8678641235,101170,1.688861723180548,59.84769856155733
1018,740,23,6778.305764000874,757,11.748726082794281,163.65005201299738
283,245,0,67238488.00976281,469722,0.20070525723360463,28.687530788628518
283,245,14,67286661.227,452768,0.2,29.22
350,292,38,9403755.433502864,179516,0.8550628523520878,38.63740572147187
615,479,220,457622924.4930046,946943,0.013966477104044639,7.135678340380848
415,347,27,80868058.55,614361,0.06,7.84
416,331,7,12005875.738645004,227807,0.49813021054707257,26.45877337598345
2049,1355,58,202915.64245928478,385,2.2394094910781503,26692.905722313903
906,610,0,161837.17099254427,1456,2.7861354343006135,11287.107269145483
428,358,0,473205724.94,968955,0.01,5.63
23,13,28,3269727.441515504,42152,1.9774819686864593,152.6929914525531
2030,328,49,6267579.976326953,86074,2.012953377001138,170.71490815551903
2117,1430,3,22330890.899885796,522796,0.3951277790603703,17.663415647005632
1524,938,56,36608.79969013136,9039,300.76813614742525,686.5004936242801
1904,128,0,6463934.376,187989,1.8,61.92
1904,128,54,6463934.376,187989,1.8,61.92
1523,948,56,37184.22887823204,8971,289.48687451916294,690.5438815726307
2187,1475,112,18244391.002,526056,0.49,17.14
1282,938,80,7919634.896686175,286702,0.8471457324341651,28.299689916890234
1771,1168,67,1467782.245,48041,8.26,252.46
1771,1168,72,1467782.245,48041,8.26,252.46
283,241,143,11238573.954117196,198611,0.29983178136030264,17.104298584374277
1513,524,104,3477488.874926918,117554,3.201045721859308,53.00400644952884
1752,667,114,232646.85890473184,28315,22.847024998878044,170.77776740312382
1019,721,58,9910468.105818173,281864,0.5277142306201514,18.357433089147587
1382,807,74,32216754.702490762,978873,0.1285028591811451,4.254125803970384
1550,453,19,6946.301,12570,882.3,478.07
1550,453,12,6946.301,12570,882.3,478.07
2018,1374,173,24164064.0,503352,0.24,11.14
453,333,95,47404382.1,1464136,0.13,4.11
960,374,9,11205222.955968175,388116,0.5191757962941087,15.376984685708036
2363,76,3,283700.0,26402,21.23,228.09
1981,1262,115,287334.28011606296,8632,20.684199257556568,756.7262501293474
706,495,135,28473396.38425149,913011,0.2835021404743936,9.052852705725037
1845,1273,0,1463219.2848335812,115098,2.395801981990702,400.6243256295957
1102,830,16,26204165.007525407,477120,0.2102027956037689,11.708741978303992
2131,1403,11,34702644.4544913,423330,0.29908346487492204,25.792439621716028
2096,871,105,47811432.79218178,650619,0.12757910424539898,9.174676131361954
683,544,4,1035328.7665837859,24659,4.699180319060893,167.76624689379005
1941,1327,1,32948072.48571454,368253,0.21179268231923395,24.034985436256257
1389,1000,0,32909019.5,129823,0.25,45.17
2268,427,112,66500859.0,1093975,0.08,4.98
1284,937,142,6604831.900759362,121479,0.15118123045400214,8.209472534238934
1922,789,134,3581685.0,100923,1.69,60.0
1265,912,0,2371297.233617508,28145,1.5544998802646794,14356.702571740514
389,324,4,4132911.1858944716,66420,1.8037149874050078,90.51245575285552
1663,992,9,5145691.111097798,313281,1.6082501497314974,45.222211308000496
715,566,72,376848.62881102564,7391,7.018354642008097,357.2421887070333
1535,720,0,23634.90050530523,10667,561.6304577269286,593.1276380703697
815,632,6,54571532.46460979,1232910,0.12911989140708782,5.871867891890293
1553,1097,31,2475437.346364136,354520,2.855385690273386,20.5252681883428
1478,1055,240,15319997.472458808,350504,0.3815613058218088,14.158065291090441
2297,1324,380,191893.31823752433,35917,28.50221352046318,139.75350533691858
1951,196,46,235521.58,26894,20.55,179.94
1936,1329,453,23505.5,102,161.78,37282.14
1936,1329,74,23505.5,102,161.78,37282.14
952,407,31,8506514.595684761,139413,0.6981209627050572,3208.190602206358
285,247,0,1871531.645,32619,3.39,192.43
774,195,306,122247.92873231413,1049,6.528354858935973,673.1441347610632
2271,1248,1,143515.4827509272,11613,42.67284331319457,1161.659812255638
2343,1558,295,198786.3678008152,35909,27.57593168805829,140.39582356466795
2085,1065,81,2361050.0,72736,6.96,226.24
1398,810,110,2433627.221837995,70100,6.725887009584807,233.12682380138028
1940,1326,21,61690654.13030885,1796174,0.11858483820182629,3.990281602238352
1742,1173,78,19169126.809345294,470998,0.32690791876712194,13.683937467945755
1150,719,0,2460162.5910093673,49368,2.4479472379854648,136.64600768087013
344,289,20,4702298.475025295,47256,1.1961773238014342,140.83794497426197
2073,1338,6,87463.20474045307,5585,146.75951947896664,2843.686521055017
299,255,4,12024096.16,220214,0.5,27.14
1423,1023,1,5744008.811913286,89944,0.8603962572560814,59.315272193512264
1759,444,54,1900917.0,7483,3.26,954.09
1759,444,181,1900917.0,7483,3.26,954.09
761,546,0,1242961.800410963,60891,44.5416701591417,101.723880100005
924,502,72,4956225.971,124514,1.23,49.25
924,502,5,4956225.971,124514,1.23,49.25
2356,1539,1,147671.85966768683,4115,41.554846132435735,1800.9057558317459
1308,951,0,5980267.828,115372,1.12,57.59
2048,1386,47,4859.362,3539,2791.6,3627.06
2048,1386,12,4859.362,3539,2791.6,3627.06
169,148,92,7844423.111,199017,0.81,30.86
169,148,0,7844423.111,199017,0.81,30.86
1023,780,21,27980645.499,536959,0.15,7.72
228,183,134,296688.66164682707,2032,4.491093061756153,782.6594347894694
920,706,151,122476.55331954127,5259,164.64042838699575,613.0799313088161
781,609,247,39276.68061526591,4390,378.9044401323813,738.7351105111826
2166,1453,0,623975.6188995828,28251,1.9290251461563868,44.30387548919272
1309,861,221,494010.35549216496,16523,2.5765438688627365,139.72302201102977
1822,1260,1,3001095.3714964385,34791,1.7117498235362911,146.8397378999671
1551,1099,24,3104785.729569912,19615,1.8470615540196056,341.34648735069754
707,264,98,2970196.925966343,68812,0.1775372465460704,7.078679473958896
1672,1169,81,232377.08750713337,6151,0.32549815497936274,11.257938850765763
2379,1579,0,2006866.0,18161,1.95,215.48
1969,1343,143,1917411.873972109,122524,2.0208038524699807,79.02681551985305
528,426,30,850772.4140396377,36848,27.387801279466622,1164.79123620225
27,23,7,296714.4969390693,5166,21.475296041388276,1261.2622272589692
1795,1242,31,4175736.543597756,70112,1.5,88.8072248200236
2047,399,0,190783.63012769943,4557,8.62811237925014,457.95609111499095
1237,871,0,5865725.581922281,102977,1.1459953563252376,74.3968643761436
1010,771,62,9898119.701031435,183962,0.6290623081647422,33.93173265787365
433,354,86,287294.432278789,1842,4.664316682472105,719.7690363720134
1882,667,24,20543220.592412673,231122,0.38,37.87473722098304
